roteiro_link,filme_nome,tipo_filme
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/certa_critica.pdf,"CERTA CRÍTICA",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/diaestranho.doc,"DIA ESTRANHO",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/embriagados.doc,"EMBRIAGADOS",CURTA
http://www.roteirodecinema.com.br/ofardo.pdf,"FARDO, O ",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/festadeaniversario.doc,"FESTA DE ANIVERSÁRIO",CURTA
http://www.roteirodecinema.com.br/funerariadoceu.pdf,"FUNERÁRIA CAMINHO DO CÉU",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/foisopa2.doc,"FOI SOPA",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/guerrilheiro.doc,"GUERRILHEIRO, O",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/insoluvel.pdf,"INSOLÚVEL",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/jesus_cristo_e_o_senhor.pdf,"JESUS CRISTO É O SENHOR",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/lilith.rtf,"LILITH",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/marilia.doc,"MARÍLIA",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/roteiros/milagre.rtf,"MILAGRE",CURTA
http://www.roteirodecinema.com.br/misterio_em_ouro_preto.pdf,"MISTÉRIO EM OURO PRETO",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/mundo42.doc,"MUNDO 42",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/o_gravador.pdf,"O GRAVADOR ",CURTA
http://www.roteirodecinema.com.br/banco/ohdiazinho2.rtf,"ÔH, DIAZINHO!",CURTA
http://www.roteirodecinema.com.br/olhomagico.pdf,"OLHO MÁGICO ",CURTA
http://www.roteirodecinema.com.br/banco/pneufurado.doc,"PNEU FURADO",CURTA
http://www.roteirodecinema.com.br/posesia_erotica.pdf,"POESIA ERÓTICA ",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/ressurreicao.rtf,"RESSUREIÇÃO",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/revelacao_ja.pdf,"REVELAÇÃO JÁ",CURTA
http://www.roteirodecinema.com.br/sobre_cafajestes.pdf,"SOBRE CAFAJESTES, PIRIGUETES E GOTIQUINHAS ",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/a_taverna.doc,"TAVERNA, A",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/vidadecao.rtf,"VIDA DE CÃO",CURTA
http://www.roteirodecinema.com.br/ultima_linha.pdf,"ÚLTIMA LINHA",CURTA
file:///C:/Documents%20and%20Settings/Fernando%20Mares/My%20Documents/roteirodecinema.com.br/banco/80.pdf,"80",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/O-homem-no-espelho.pdf,"O  HOMEM NO ESPELHO",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/Cego-que-ve-melhor.pdf,"CEGO  QUE VÊ MELHOR",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/O-vicio.pdf,"O  VÍCIO",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/Postite.pdf,"POSTITE",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/vivencias.pdf,"VIVÊNCIAS",CURTA
http://www.roteirista.com/concurso/vencedores/2005_2/10_Minutos_Antes.pdf,"10 MINUTOS ANTES",CURTA
http://www.roteirista.com/concurso/vencedores/2007_5/Amo.pdf,"AMO",CURTA
http://www.roteirista.com/concurso/vencedores/2003_5/mh1.pdf,"ARMISTÍCIO",CURTA
http://www.roteirista.com/concurso/vencedores/2004_11/blasfemia.pdf,"BLASFÊMIA",CURTA
http://www.roteirista.com/concurso/vencedores/2007_5/BOAS_INTENCOES.pdf,"BOAS INTENÇÕES",CURTA
http://www.roteirista.com/concurso/vencedores/2003_8/Brincar_Ser_Livre.pdf,"BRINCAR DE SER LIVRE",CURTA
http://www.roteirista.com/concurso/vencedores/2005_8/Buracos_e_Feridas.pdf,"BURACOS E FERIDAS",CURTA
http://www.roteirista.com/concurso/vencedores/2003_1/1_lugar.pdf,"CANA CAIANA",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/Cego-que-ve-melhor.pdf,"CEGO  QUE VÊ MELHOR",CURTA
http://www.roteirista.com/concurso/vencedores/2006_2/Chegando_em_Mulher.pdf,"CHEGANDO EM MULHER",CURTA
http://www.roteirista.com/concurso/vencedores/2003_11/SERTAO.pdf,"CHUVA DE AMOR NO SERTÃO",CURTA
http://www.roteirista.com/concurso/vencedores/2006_5/Circulando.pdf,"CIRCULANDO",CURTA
http://www.roteirista.com/concurso/vencedores/2005_11/colina_dos_pessegueiros.pdf,"COLINA DOS PESSEGUEIROS, A  ",CURTA
http://www.roteirista.com/concurso/vencedores/2007-11/Contra_Ataque.pdf,"CONTRA ATAQUE",CURTA
http://www.roteirista.com/concurso/vencedores/2006_2/Contra_o_Tempo.pdf,"CONTRA O TEMPO",CURTA
http://www.roteirista.com/concurso/vencedores/2007-11/COTIDIANO.pdf,"COTIDIANO",CURTA
http://www.roteirista.com/concurso/vencedores/2008_8/Curativo.pdf,"O CURATIVO",CURTA
http://www.roteirista.com/concurso/vencedores/2006_5/De_Segunda_Mao.pdf,"DE SEGUNDA MÃO",CURTA
http://www.roteirista.com/concurso/vencedores/2004_5/DESENCONTRO.pdf,"DESENCONTRO",CURTA
http://www.roteirista.com/concurso/vencedores/2003_11/desengano.pdf,"DESENGANO",CURTA
http://www.roteirista.com/concurso/vencedores/2003_8/DETALHES.pdf,"DETALHES",CURTA
http://www.roteirista.com/concurso/vencedores/2008_2/UM_DIA_COMO_ESTE.pdf,"DIA COMO ESTE, UM",CURTA
http://www.roteirista.com/concurso/vencedores/2006_2/dia_de_cao.pdf,"DIA DE CÃO",CURTA
http://www.roteirista.com/concurso/vencedores/2004_5/diadoamigo.pdf,"DIA DO AMIGO ",CURTA
http://www.roteirista.com/concurso/vencedores/2007_8/documento.pdf,"DOCUMENTO, O",CURTA
http://www.roteirista.com/concurso/vencedores/2004_8/dramainimista.pdf,"DRAMA INTIMISTA",CURTA
http://www.roteirista.com/concurso/vencedores/2003_5/3_lugar.pdf,"É DIA DE JOGO",CURTA
http://www.roteirista.com/concurso/vencedores/2005_5/e_na_cruz.pdf,"É NA CRUZ!",CURTA
http://www.roteirista.com/concurso/vencedores/2009_2/ELSE.pdf,"ELSE ",CURTA
http://www.roteirista.com/concurso/vencedores/2008_2/Embrulho.pdf,"EMBRULHO, O",CURTA
http://www.roteirista.com/concurso/vencedores/2005_2/ENTRE_QUATRO_PAREDES.pdf,"ENTRE QUATRO PAREDES",CURTA
http://www.roteirista.com/concurso/vencedores/2004_11/a_escolha.pdf,"ESCOLHA, A",CURTA
http://www.roteirista.com/concurso/vencedores/2004_8/espantalho.pdf,"ESPANTALHO",CURTA
http://www.roteirista.com/concurso/vencedores/2005_11/ESPERANCA.pdf,"ESPERANÇA",CURTA
http://www.roteirista.com/concurso/vencedores/2004_2/estilhacos.pdf,"ESTILHAÇOS",CURTA
http://www.roteirista.com/concurso/vencedores/2006_11/EU_NAO_QUERO_COMPETIR.pdf,"EU NÃO QUERO COMPETIR",CURTA
http://www.roteirista.com/concurso/vencedores/2006_11/FEITOS_UM_PARA_O_OUTRO.pdf,"FEITOS UM PARA O OUTRO",CURTA
http://www.roteirista.com/concurso/vencedores/2007_5/Ferias_na_praia.pdf,"FÉRIAS NA PRAIA",CURTA
http://www.roteirista.com/concurso/vencedores/2006_5/Filho_Improdigo.pdf,"FILHO IMPRÓDIGO",CURTA
http://www.roteirista.com/concurso/vencedores/2004_2/fim_de_balada.pdf,"FIM DE BALADA",CURTA
http://www.roteirista.com/concurso/vencedores/2007_8/GANANCIA.pdf,"GANÂNCIA",CURTA
http://www.roteirista.com/concurso/vencedores/2008_5/GENESIS.pdf,"GÊNESIS 6:6 ",CURTA
http://www.roteirista.com/concurso/vencedores/2008_8/Grande_vazio.pdf,"GRANDE VAZIO ",CURTA
http://www.roteirista.com/concurso/vencedores/2007-11/Guerra_e_nervos.pdf,"GUERRA E NERVOS",CURTA
http://www.roteirista.com/concurso/vencedores/2008-11/HEROI_OU_BANDIDO.pdf,"HERÓI OU BANDIDO",CURTA
http://www.roteirista.com/concurso/vencedores/2007-11/O_Homem_Certo.pdf,"HOMEM CERTO, O",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/O-homem-no-espelho.pdf,"O  HOMEM NO ESPELHO",CURTA
http://www.roteirista.com/concurso/vencedores/2008_5/INFINITO_CEU.pdf,"INFINITO CÉU",CURTA
http://www.roteirista.com/concurso/vencedores/2007_2/JOGO_DA_VIDA.pdf,"JOGO DA VIDA",CURTA
http://www.roteirista.com/concurso/vencedores/2008-11/johnnymagico.pdf,"JOHNNY-MÁGICO ",CURTA
http://www.roteirista.com/concurso/vencedores/2007_2/LAETITIA.pdf,"LAETITIA",CURTA
http://www.roteirista.com/concurso/vencedores/2005_8/O_LAUDO.pdf,"LAUDO, O",CURTA
http://www.roteirista.com/concurso/vencedores/2003_11/lelete_e_os_turistas.pdf,"LELETE E OS TURISTAS",CURTA
http://www.roteirista.com/concurso/vencedores/2005_11/maca_nua.pdf,"MAÇÃ NUA, A",CURTA
http://www.roteirista.com/concurso/vencedores/2009_2/Manhas_Tardes.pdf,"MANHÃS E TARDES",CURTA
http://www.roteirista.com/concurso/vencedores/2004_11/o_melhor_de_mim.pdf,"MELHOR DE MIM, O",CURTA
http://www.roteirista.com/concurso/vencedores/2006_8/Melodia_da_Noite.pdf,"MELODIA DA NOITE",CURTA
http://www.roteirista.com/concurso/vencedores/2004_8/merda.pdf,"MERDA",CURTA
http://www.roteirista.com/concurso/vencedores/2006_11/MIGRANTES.pdf,"MIGRANTES",CURTA
http://www.roteirista.com/concurso/vencedores/2006_11/Monstro.pdf,"MONSTRO, O",CURTA
http://www.roteirista.com/concurso/vencedores/2008-11/MONSTRO_EMBAIXO_DA_CAMA.pdf,"MONSTRO EMBAIXO DA CAMA",CURTA
http://www.roteirista.com/concurso/vencedores/2007_5/MORANGO.pdf,"MORANGO",CURTA
http://www.roteirista.com/concurso/vencedores/2006_8/Na_beira_do_mar.pdf,"NA BEIRA DO MAR",CURTA
http://www.roteirista.com/concurso/vencedores/2009_2/NADA_POR_ACASO.pdf,"NADA É POR ACASO",CURTA
http://www.roteirista.com/concurso/vencedores/2004_8/necessidades.pdf,"NECESSIDADES",CURTA
http://www.roteirista.com/concurso/vencedores/2003_11/neurastenia.pdf,"NEURASTENIA",CURTA
http://www.roteirista.com/concurso/vencedores/2005_2/oi.pdf,"OI",CURTA
http://www.roteirista.com/concurso/vencedores/2004_2/olhos_de_vidro.pdf,"OLHOS DE VIDRO",CURTA
http://www.roteirista.com/concurso/vencedores/2008_5/Operator.pdf,"OPERATOR ",CURTA
http://www.roteirista.com/concurso/vencedores/2004_2/ossos_do_oficio.pdf,"OSSOS DO OFÍCIO",CURTA
http://www.roteirista.com/concurso/vencedores/2006_8/PAI_EU_SOU.pdf,"PAI, SEU SOU...",CURTA
http://www.roteirista.com/concurso/vencedores/2005_2/pais_e_filhos.pdf,"PAIS E FILHOS",CURTA
http://www.roteirista.com/concurso/vencedores/2004_11/palco_iluminado.pdf,"PALCO ILUMINADO",CURTA
http://www.roteirista.com/concurso/vencedores/2006_11/Pisante.pdf,"PISANTE",CURTA
http://www.roteirista.com/concurso/vencedores/2005_8/Por_Estar_so.pdf,"POR ESTAR SÓ",CURTA
http://www.roteirista.com/concurso/vencedores/2006_8/PORTA_ESTREITA.pdf,"PORTA ESTREITA, A",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/Postite.pdf,"POSTITE",CURTA
http://www.roteirista.com/concurso/vencedores/2009_2/Precisa_se_de_mentirosos.pdf,"PRECISA-SE DE MENTIROSOS",CURTA
http://www.roteirista.com/concurso/vencedores/2005_8/prisioneira.pdf,"PRISIONEIRA",CURTA
http://www.roteirista.com/concurso/vencedores/2003_8/O_PROFESSOR_CRIME.pdf,"PROFESSOR DO CRIME, O",CURTA
http://www.roteirista.com/concurso/vencedores/2007_8/QU4DRA.pdf,"QUADRA",CURTA
http://www.roteirista.com/concurso/vencedores/2005_5/quando_dizer.pdf,"QUANDO DIZER SIM E QUANDO DIZER NÃO ",CURTA
http://www.roteirista.com/concurso/vencedores/2005_5/Recordar.pdf,"RECORDAR É VIVER",CURTA
http://www.roteirista.com/concurso/vencedores/2007_5/REENCONTRO.pdf,"REENCONTRO",CURTA
http://www.roteirista.com/concurso/vencedores/2003_5/2_lugar.pdf,"SECADOR DE CABELO, O",CURTA
http://www.roteirista.com/concurso/vencedores/2007_2/Segredo_da_Fatima.pdf,"SEGREDO DE FÁTIMA, O",CURTA
http://www.roteirista.com/concurso/vencedores/2007_8/uma_semana_antigamente.pdf,"SEMANA DE ANTIGAMENTE, UMA",CURTA
http://www.roteirista.com/concurso/vencedores/2003_1/mencao_honrosa.pdf,"SEMPR'ÁBRIR",CURTA
http://www.roteirista.com/concurso/vencedores/2004_2/sexo_implicito.pdf,"SEXO IMPLÍCITO",CURTA
http://www.roteirista.com/concurso/vencedores/2003_1/3_lugar.pdf,"SILÊNCIO",CURTA
http://www.roteirista.com/concurso/vencedores/2008_8/Sofia.pdf,"SOFIA",CURTA
http://www.roteirista.com/concurso/vencedores/2008_2/SONHOS_DA_ADOLESCENTE.pdf,"SONHOS DA ADOLESCENTE",CURTA
http://www.roteirista.com/concurso/vencedores/2005_8/SONHOS.pdf,"SONHOS",CURTA
http://www.roteirista.com/concurso/vencedores/2007_8/SOROPOSITIVO.pdf,"SOROPOSITIVO",CURTA
http://www.roteirista.com/concurso/vencedores/2006_5/Sorria.pdf,"SORRIA",CURTA
http://www.roteirista.com/concurso/vencedores/2003_1/2_lugar.pdf,"TÚNEL, O",CURTA
http://www.roteirista.com/concurso/vencedores/2004_5/velho.pdf,"VELHO, O",CURTA
http://www.roteirista.com/concurso/vencedores/2009_2/Veneno.pdf,"VENENO, O ",CURTA
http://www.roteirista.com/concurso/vencedores/2005_2/Vespera.pdf,"VÉSPERA DE MORTOS",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/O-vicio.pdf,"O  VÍCIO",CURTA
http://www.roteirista.com/concurso/vencedores/2004_8/vidademinhoca.pdf,"VIDA DE MINHOCA",CURTA
http://www.roteirista.com/concurso/vencedores/2009_8/vivencias.pdf,"VIVÊNCIAS",CURTA
http://www.roteirista.com/concurso/vencedores/2007-11/Vizinho_do_202.pdf,"VIZINHO DO 202, O",CURTA
http://www.roteirista.com/concurso/vencedores/2008_8/Voce_pode_dizer_as_horas.pdf,"VOCÊ PODE ME DIZER AS HORAS? ",CURTA
http://www.roteirista.com/concurso/vencedores/2003_11/A_VOLTA_POR_CIMA.pdf,"VOLTA POR CIMA, A",CURTA
http://www.roteirista.com/concurso/vencedores/2003_5/mh2.pdf,"ZERO",CURTA
http://www.lgbcom.com.br/images/9minutos.pdf,"9 MINUTOS",CURTA
http://www.triplov.com/leiradella/ClasseA/classeA.htm,"CLASSE A",CURTA
http://www.iesb.br/grad/cinema_midia/arquivos/Conflito-JoseCampos-1-2008.pdf,"CONFLITO",CURTA
http://www.ararazul.com.br/coracaodejesus/roteiro-coracao-de-jesus.pdf,"CORAÇÃO DE JESUS, O",CURTA
http://www.oswaldcaravelas.com.br/comunicacao/2007/31-08-07/texto_prof.Adriano.pdf,"DESDITA",CURTA
http://www.orbeproducoes.com.br/downloads/Entre_a_Cruz_e_a_Caldeira%28Roteiro%29.pdf,"ENTRE A CRUZ E A CALDEIRA",CURTA
http://docs.google.com/View?docid=dc2fx444_4dn9r2zfc,"FRONTEIRA",CURTA
http://www.usinadeletras.com.br/exibelotexto.php?cod=150&cat=Roteiro_de_Filme_ou_Novela&vinda=S,"GRANDE PRÊMIO, O",CURTA
http://www.eufabrico.com/wp-content/uploads/2009/10/3_susana.pdf,"IGUAL  A TRÊS",CURTA
http://www.usinadeletras.com.br/exibelotexto.php?cod=149&cat=Roteiro_de_Filme_ou_Novela&vinda=S,"LANDELL",CURTA
http://www.veep.com.br/rot_nemtudo.htm,"NEM TUDO QUE É BRANCO É PÓ",CURTA
http://www.webwritersbrasil.com.br/roteiros/olhos_infin.doc,"OLHOS INFINITOS ",CURTA
http://joaonunes.com/wp-content/uploads/o-pedido-v2.pdf,"PEDIDO, O",CURTA
http://www.nao-til.com.br/nao-60/pele-pet.htm,"PELE-PÉTALA",CURTA
http://www.adrianaramos.com.br/roteiros/o_poeta_cego.pdf,"POETA CEGO, O",CURTA
http://www.sergiovirgilio.com/quatro.pdf,"QUATRO",CURTA
http://www.eufabrico.com/wp-content/uploads/2009/10/O-QUE-TEM-PRA-HOJE.pdf,"O  QUE TEM PRA HOJE",CURTA
http://www.lgbcom.com.br/images/recomeco.pdf,"RECOMEÇO",CURTA
http://www.lgbcom.com.br/images/roteiro.pdf,"ROTEIRO, O",CURTA
http://www.iesb.br/grad/cinema_midia/arquivos/TerraVermelha_ErisCorreia_1_2008.pdf,"TERRA VERMELHA",CURTA
http://triplov.com/leiradella/3-chopes/3chopes.htm,"TRÊS CHOPES",CURTA
